probability,cost,path,alignment,total,heuristic,queue,states,arcs,sum,num_insert,num_removal,num_update,simple_lp,complex_lp,restart,split_num,trace_length,alignment_length
0.006616767034066249,0,"['n18', 'n20', 'n30', 'n31', 'n33', 'n35', 'n37']","[('Create Fine', 'Create Fine'), ('>>', None), ('Send Fine', 'Send Fine'), ('>>', None), ('>>', None), ('>>', None), ('>>', None)]",0.005093707999999975,0.004874750000000039,0.004890541999999609,7,18,27,19,8,0,1,0,0,0,2,7
0.0009585904569896968,0,"['n18', 'n20', 'n30', 'n32', 'n34', 'n35', 'n38']","[('Create Fine', 'Create Fine'), ('>>', None), ('Send Fine', 'Send Fine'), ('Insert Fine Notification', 'Insert Fine Notification'), ('Add penalty', 'Add penalty'), ('>>', None), ('Send for Credit Collection', 'Send for Credit Collection')]",0.0010270000000000001,0.0007977919999999639,0.0008132900000002996,7,25,34,26,8,0,1,0,0,0,5,7
0.06331106205423544,0,"['n18', 'n20', 'n30', 'n32', 'n34', 'n36', 'n37']","[('Create Fine', 'Create Fine'), ('>>', None), ('Send Fine', 'Send Fine'), ('Insert Fine Notification', 'Insert Fine Notification'), ('Add penalty', 'Add penalty'), ('Payment', 'Payment'), ('>>', None)]",0.0009138330000000305,0.0006907500000000732,0.0007053760000002018,7,24,33,25,8,0,1,0,0,0,5,7
0.007554934849528181,2,"['n18', 'n20', 'n30', 'n32', 'n34', 'n35', 'n37']","[('Create Fine', 'Create Fine'), ('>>', None), ('Send Fine', 'Send Fine'), ('Insert Fine Notification', 'Insert Fine Notification'), ('Insert Date Appeal to Prefecture', '>>'), ('Add penalty', 'Add penalty'), ('Send Appeal to Prefecture', '>>'), ('>>', None), ('>>', None)]",0.008062208000000015,0.007561376000000064,0.0007379159999995055,13,46,84,58,26,0,13,0,0,0,6,9
0.3083793349922591,0,"['n18', 'n19', 'n33', 'n36', 'n37']","[('Create Fine', 'Create Fine'), ('>>', None), ('>>', None), ('Payment', 'Payment'), ('>>', None)]",0.0007953750000000426,0.0006366249999999463,0.0006466659999999624,5,16,23,17,6,0,1,0,0,0,2,5
0.06331106205423544,1,"['n18', 'n20', 'n30', 'n32', 'n34', 'n36', 'n37']","[('Create Fine', 'Create Fine'), ('>>', None), ('Send Fine', 'Send Fine'), ('Insert Fine Notification', 'Insert Fine Notification'), ('Add penalty', 'Add penalty'), ('Payment', 'Payment'), ('Payment', '>>'), ('>>', None)]",0.002093875000000023,0.0018280829999999249,0.0006379599999998264,8,27,41,30,11,0,3,0,0,0,6,8
0.007554934849528181,2,"['n18', 'n20', 'n30', 'n32', 'n34', 'n35', 'n37']","[('Create Fine', 'Create Fine'), ('>>', None), ('Send Fine', 'Send Fine'), ('Insert Fine Notification', 'Insert Fine Notification'), ('Add penalty', 'Add penalty'), ('Insert Date Appeal to Prefecture', '>>'), ('Send Appeal to Prefecture', '>>'), ('>>', None), ('>>', None)]",0.014491790999999976,0.013942747999999838,0.0006949180000000998,13,46,110,70,40,0,25,0,0,0,6,9
0.007554934849528181,3,"['n18', 'n20', 'n30', 'n32', 'n34', 'n35', 'n37']","[('Create Fine', 'Create Fine'), ('>>', None), ('Send Fine', 'Send Fine'), ('Insert Fine Notification', 'Insert Fine Notification'), ('Insert Date Appeal to Prefecture', '>>'), ('Payment', '>>'), ('Add penalty', 'Add penalty'), ('Send Appeal to Prefecture', '>>'), ('>>', None), ('>>', None)]",0.017864875000000002,0.01722433599999984,0.0007244139999998955,15,54,130,83,47,0,30,0,0,0,7,10
0.008033077864445484,0,"['n18', 'n20', 'n30', 'n32', 'n34', 'n36', 'n38']","[('Create Fine', 'Create Fine'), ('>>', None), ('Send Fine', 'Send Fine'), ('Insert Fine Notification', 'Insert Fine Notification'), ('Add penalty', 'Add penalty'), ('Payment', 'Payment'), ('Send for Credit Collection', 'Send for Credit Collection')]",0.0008465829999999563,0.0006140420000000368,0.0006294599999998596,7,26,35,27,8,0,1,0,0,0,6,7
4.506828701627348e-10,4,"['n18', 'n21', 'n28', 'n23', 'n26', 'n27', 'n25', 'n22', 'n30', 'n31', 'n33', 'n36', 'n37']","[('Create Fine', 'Create Fine'), ('Send Fine', '>>'), ('Insert Fine Notification', '>>'), ('>>', None), ('Add penalty', '>>'), ('>>', None), ('Insert Date Appeal to Prefecture', 'Insert Date Appeal to Prefecture'), ('Send Appeal to Prefecture', 'Send Appeal to Prefecture'), ('Receive Result Appeal from Prefecture', 'Receive Result Appeal from Prefecture'), ('Notify Result Appeal to Offender', 'Notify Result Appeal to Offender'), ('>>', None), ('>>', 'Send Fine'), ('>>', None), ('>>', None), ('Payment', 'Payment'), ('>>', None)]",0.04515287499999998,0.043451290000000364,0.0009132989999988128,33,140,336,211,125,0,77,0,0,0,9,16
